id,event,price,pricePerSquareFoot,city,state,zipcode,parking,homeType,county
93552-68978046,Listed for sale,549999,145,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-79796749,Listed for sale,475000,199,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-20257970,Listed for sale,430000,243,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-79805014,Listed for sale,535000,179,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-20268999,Listed for sale,450000,264,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-20255466,Listed for sale,410000,237,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-20256029,Listed for sale,430000,240,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-2069994632,Listed for sale,1150000,0,Palmdale,CA,93552,1,MULTI_FAMILY,Los Angeles County
93552-20255549,Listed for sale,400000,284,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-20258678,Listed for sale,499990,200,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
93552-20258696,Listed for sale,470000,237,Palmdale,CA,93552,1,SINGLE_FAMILY,Los Angeles County
91605-2096214827,Listed for sale,1375000,305,North Hollywood,CA,91605,1,MULTI_FAMILY,Los Angeles County
91607-20014340,Listed for sale,1399000,731,Valley Village,CA,91607,0,SINGLE_FAMILY,Los Angeles County
91403-2069600764,Listed for sale,3675000,0,Sherman Oaks,CA,91403,1,MULTI_FAMILY,Los Angeles County
91403-19990910,Listed for sale,1895000,590,Sherman Oaks,CA,91403,1,SINGLE_FAMILY,Los Angeles County
91403-19982490,Listed for sale,1299000,629,Sherman Oaks,CA,91403,0,SINGLE_FAMILY,Los Angeles County
90043-20567298,Listed for sale,2090000,483,Los Angeles,CA,90043,1,SINGLE_FAMILY,Los Angeles County
90016-20586628,Listed for sale,750000,805,Los Angeles,CA,90016,1,SINGLE_FAMILY,Los Angeles County
90016-20597036,Listed for sale,989888,766,Los Angeles,CA,90016,0,SINGLE_FAMILY,Los Angeles County
90016-20586815,Listed for sale,1395000,871,Los Angeles,CA,90016,1,SINGLE_FAMILY,Los Angeles County
90008-20578260,Listed for sale,2395000,1066,Los Angeles,CA,90008,0,SINGLE_FAMILY,Los Angeles County
90008-20567086,Listed for sale,1750000,641,Los Angeles,CA,90008,1,SINGLE_FAMILY,Los Angeles County
90008-20577931,Listed for sale,1699000,806,Los Angeles,CA,90008,0,SINGLE_FAMILY,Los Angeles County
90016-20588258,Listed for sale,920000,630,Los Angeles,CA,90016,1,SINGLE_FAMILY,Los Angeles County
90036-135711606,Listed for sale,1225000,845,Los Angeles,CA,90036,0,CONDO,Los Angeles County
90232-20433497,Listed for sale,1769000,949,Culver City,CA,90232,1,SINGLE_FAMILY,Los Angeles County
90019-20608527,Listed for sale,1499000,950,Los Angeles,CA,90019,0,SINGLE_FAMILY,Los Angeles County
90034-20490466,Listed for sale,1049000,1048,Los Angeles,CA,90034,1,SINGLE_FAMILY,Los Angeles County
90016-20594018,Listed for sale,1395000,0,Los Angeles,CA,90016,0,MULTI_FAMILY,Los Angeles County
91604-95647791,Listed for sale,2295000,698,Studio City,CA,91604,1,SINGLE_FAMILY,Los Angeles County
91604-20026009,Listed for sale,1750000,883,Studio City,CA,91604,0,SINGLE_FAMILY,Los Angeles County
91607-20016744,Listed for sale,429000,546,Valley Village,CA,91607,0,CONDO,Los Angeles County
91604-20026052,Listed for sale,525000,573,Studio City,CA,91604,1,CONDO,Los Angeles County
91601-20040723,Listed for sale,1290000,697,North Hollywood,CA,91601,1,MULTI_FAMILY,Los Angeles County
91607-20020711,Listed for sale,1314900,612,Valley Village,CA,91607,1,SINGLE_FAMILY,Los Angeles County
91607-20020520,Listed for sale,1795000,798,Valley Village,CA,91607,1,SINGLE_FAMILY,Los Angeles County
91604-20027324,Listed for sale,1650000,809,Studio City,CA,91604,1,SINGLE_FAMILY,Los Angeles County
91601-60763135,Listed for sale,369000,527,North Hollywood,CA,91601,1,CONDO,Los Angeles County
91607-20020712,Listed for sale,1299000,606,Valley Village,CA,91607,1,SINGLE_FAMILY,Los Angeles County
91505-20046287,Listed for sale,910000,591,Burbank,CA,91505,1,SINGLE_FAMILY,Los Angeles County
91607-20014335,Listed for sale,925000,526,Valley Village,CA,91607,1,SINGLE_FAMILY,Los Angeles County
91604-20027757,Listed for sale,1895000,817,Studio City,CA,91604,0,SINGLE_FAMILY,Los Angeles County
91505-20047067,Listed for sale,849000,526,Burbank,CA,91505,0,SINGLE_FAMILY,Los Angeles County
91607-20020587,Listed for sale,949000,686,Valley Village,CA,91607,1,SINGLE_FAMILY,Los Angeles County
90292-2117532279,Listed for sale,1495000,995,Marina Del Rey,CA,90292,1,CONDO,Los Angeles County
90292-2069602327,Listed for sale,1250000,647,Marina Del Rey,CA,90292,0,TOWNHOUSE,Los Angeles County
90292-2082016654,Listed for sale,1139000,720,Marina Del Rey,CA,90292,0,TOWNHOUSE,Los Angeles County
90292-20443371,Listed for sale,1199000,951,Marina Del Rey,CA,90292,0,CONDO,Los Angeles County
90292-114162532,Listed for sale,1695000,815,Marina Del Rey,CA,90292,1,CONDO,Los Angeles County
90292-68986754,Listed for sale,649000,858,Marina Del Rey,CA,90292,1,CONDO,Los Angeles County
90292-2133615204,Listed for sale,765000,444,Marina Del Rey,CA,90292,0,CONDO,Los Angeles County
90292-20435661,Listed for sale,1199000,627,Marina Del Rey,CA,90292,0,TOWNHOUSE,Los Angeles County
90292-20487405,Listed for sale,9000000,3600,Marina Del Rey,CA,90292,0,SINGLE_FAMILY,Los Angeles County
90292-2125001972,Listed for sale,2468000,1176,Marina Del Rey,CA,90292,0,CONDO,Los Angeles County
90292-2069739861,Listed for sale,995000,578,Marina Del Rey,CA,90292,0,CONDO,Los Angeles County
90292-2099574465,Listed for sale,1298000,820,Marina Del Rey,CA,90292,0,TOWNHOUSE,Los Angeles County
90292-20442894,Listed for sale,1067000,674,Los angeles,CA,90292,1,TOWNHOUSE,Los Angeles County
90292-20435981,Listed for sale,1050000,544,Los Angeles,CA,90292,0,CONDO,Los Angeles County
90292-20487885,Listed for sale,3395000,778,Marina Del Rey,CA,90292,1,SINGLE_FAMILY,Los Angeles County
90292-20487677,Listed for sale,3050000,1277,Marina Del Rey,CA,90292,0,TOWNHOUSE,Los Angeles County
90023-20653499,Listed for sale,699900,549,Los Angeles,CA,90023,1,MULTI_FAMILY,Los Angeles County
90023-250334990,Listed for sale,748888,230,Los Angeles,CA,90023,1,MULTI_FAMILY,Los Angeles County
90023-20634999,Listed for sale,498500,884,Los Angeles,CA,90023,0,SINGLE_FAMILY,Los Angeles County
90023-20634995,Listed for sale,695000,443,Los Angeles,CA,90023,0,MULTI_FAMILY,Los Angeles County
90023-20634603,Listed for sale,699999,434,Los Angeles,CA,90023,1,MULTI_FAMILY,Los Angeles County
91801-20698204,Listed for sale,1199000,736,Alhambra,CA,91801,1,SINGLE_FAMILY,Los Angeles County
90013-2070939798,Listed for sale,615000,1027,Los Angeles,CA,90013,0,CONDO,Los Angeles County
91748-21476166,Listed for sale,728000,396,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21482217,Listed for sale,1189000,415,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21475784,Listed for sale,590000,513,La Puente,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21484116,Listed for sale,1300000,386,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21485807,Listed for sale,679000,551,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21482148,Listed for sale,685000,547,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21484654,Listed for sale,710000,540,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21481103,Listed for sale,775000,349,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21477522,Listed for sale,619000,430,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21480121,Listed for sale,1899000,502,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21479356,Listed for sale,1099000,447,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21475953,Listed for sale,1100000,406,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21486674,Listed for sale,948000,386,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21478956,Listed for sale,949000,299,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21482311,Listed for sale,938000,404,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91748-21480475,Listed for sale,2288888,1002,Rowland Heights,CA,91748,1,SINGLE_FAMILY,Los Angeles County
91345-20130407,Listed for sale,795000,419,Mission Hills,CA,91345,1,SINGLE_FAMILY,Los Angeles County
91340-20076708,Listed for sale,1149000,462,San Fernando,CA,91340,1,SINGLE_FAMILY,Los Angeles County
91331-119920110,Listed for sale,570000,383,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91331-20086029,Listed for sale,550000,490,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91331-20080749,Listed for sale,575000,509,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91331-20086069,Listed for sale,450000,346,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91340-20075806,Listed for sale,675000,410,San Fernando,CA,91340,1,SINGLE_FAMILY,Los Angeles County
91340-20111755,Listed for sale,649999,683,San Fernando,CA,91340,1,SINGLE_FAMILY,Los Angeles County
91340-20078508,Listed for sale,649000,424,San Fernando,CA,91340,1,SINGLE_FAMILY,Los Angeles County
91340-20077407,Listed for sale,525000,377,San Fernando,CA,91340,1,SINGLE_FAMILY,Los Angeles County
91345-20139570,Listed for sale,689000,545,Mission Hills,CA,91345,1,SINGLE_FAMILY,Los Angeles County
91340-2069717377,Listed for sale,760000,486,San Fernando,CA,91340,1,SINGLE_FAMILY,Los Angeles County
91345-20137690,Listed for sale,725000,566,Mission Hills,CA,91345,1,SINGLE_FAMILY,Los Angeles County
91340-20076813,Listed for sale,965000,355,San Fernando,CA,91340,1,SINGLE_FAMILY,Los Angeles County
91345-20131349,Listed for sale,750000,438,Mission Hills,CA,91345,1,SINGLE_FAMILY,Los Angeles County
91331-20118443,Listed for sale,739888,440,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91331-20115284,Listed for sale,619900,573,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91343-20136650,Listed for sale,380000,395,North Hills,CA,91343,1,CONDO,Los Angeles County
90012-2069998516,Listed for sale,875000,647,Los Angeles,CA,90012,0,CONDO,Los Angeles County
90638-21408467,Listed for sale,799000,614,La Mirada,CA,90638,1,SINGLE_FAMILY,Los Angeles County
90638-21385291,Listed for sale,849000,498,La Mirada,CA,90638,1,SINGLE_FAMILY,Los Angeles County
90604-21379633,Listed for sale,660000,545,Whittier,CA,90604,1,SINGLE_FAMILY,Los Angeles County
90604-21387047,Listed for sale,850000,421,Whittier,CA,90604,1,SINGLE_FAMILY,Los Angeles County
90604-21463657,Listed for sale,780000,387,Whittier,CA,90604,1,SINGLE_FAMILY,Los Angeles County
90604-21386251,Listed for sale,699000,528,Whittier,CA,90604,1,SINGLE_FAMILY,Los Angeles County
90638-21384540,Listed for sale,919000,518,La Mirada,CA,90638,1,SINGLE_FAMILY,Los Angeles County
90638-21385820,Listed for sale,1197700,531,La Mirada,CA,90638,1,SINGLE_FAMILY,Los Angeles County
90638-21400222,Listed for sale,750000,491,La Mirada,CA,90638,1,SINGLE_FAMILY,Los Angeles County
90638-21399050,Listed for sale,290888,459,La Mirada,CA,90638,1,CONDO,Los Angeles County
90638-21388209,Listed for sale,775000,489,La Mirada,CA,90638,1,SINGLE_FAMILY,Los Angeles County
90604-21379548,Listed for sale,589900,506,Whittier,CA,90604,1,SINGLE_FAMILY,Los Angeles County
90266-20415197,Listed for sale,2799000,1055,Manhattan Beach,CA,90266,1,SINGLE_FAMILY,Los Angeles County
90266-89462104,Listed for sale,1849500,1018,Manhattan Beach,CA,90266,1,TOWNHOUSE,Los Angeles County
90301-20338548,Listed for sale,615000,641,Inglewood,CA,90301,1,SINGLE_FAMILY,Los Angeles County
90305-20340922,Listed for sale,899900,512,Inglewood,CA,90305,1,SINGLE_FAMILY,Los Angeles County
90304-250331931,Listed for sale,1450000,0,Inglewood,CA,90304,0,MULTI_FAMILY,Los Angeles County
90278-20402576,Listed for sale,975000,534,Redondo Beach,CA,90278,1,TOWNHOUSE,Los Angeles County
90250-20351373,Listed for sale,775000,351,Hawthorne,CA,90250,1,MULTI_FAMILY,Los Angeles County
90250-20365317,Listed for sale,1195000,361,Hawthorne,CA,90250,1,MULTI_FAMILY,Los Angeles County
90260-20364926,Listed for sale,669000,497,Lawndale,CA,90260,1,TOWNHOUSE,Los Angeles County
91350-122563408,Listed for sale,600000,389,Santa Clarita,CA,91350,1,CONDO,Los Angeles County
91350-250330985,Listed for sale,559900,400,Santa Clarita,CA,91350,1,CONDO,Los Angeles County
90245-20392870,Listed for sale,749500,638,El Segundo,CA,90245,1,CONDO,Los Angeles County
90245-20395715,Listed for sale,2450000,0,El Segundo,CA,90245,0,MULTI_FAMILY,Los Angeles County
90245-20396130,Listed for sale,2694000,550,El Segundo,CA,90245,1,SINGLE_FAMILY,Los Angeles County
90066-20441405,Listed for sale,1100000,684,Los Angeles,CA,90066,1,TOWNHOUSE,Los Angeles County
90245-119678589,Listed for sale,1049000,672,El Segundo,CA,90245,1,TOWNHOUSE,Los Angeles County
90245-20393582,Listed for sale,2950000,795,El Segundo,CA,90245,1,SINGLE_FAMILY,Los Angeles County
90245-305370721,Listed for sale,2199000,791,El Segundo,CA,90245,1,SINGLE_FAMILY,Los Angeles County
91103-20908009,Listed for sale,599900,745,Pasadena,CA,91103,1,SINGLE_FAMILY,Los Angeles County
91001-20915173,Listed for sale,1099000,701,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-20907457,Listed for sale,849900,734,Altadena,CA,91001,0,SINGLE_FAMILY,Los Angeles County
91001-20908929,Listed for sale,1379000,671,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91103-20855376,Listed for sale,1300000,758,Pasadena,CA,91103,1,SINGLE_FAMILY,Los Angeles County
91103-20913350,Listed for sale,799000,719,Pasadena,CA,91103,1,SINGLE_FAMILY,Los Angeles County
91001-20911997,Listed for sale,1199000,636,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-20914900,Listed for sale,1180000,609,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-20909566,Listed for sale,899000,711,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
90046-20795634,Listed for sale,1575000,1029,Los Angeles,CA,90046,1,SINGLE_FAMILY,Los Angeles County
91775-20727572,Listed for sale,1199000,693,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20727855,Listed for sale,1288000,754,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20729244,Listed for sale,818000,644,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20705513,Listed for sale,1095000,643,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20721785,Listed for sale,1470000,605,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20726902,Listed for sale,1190000,660,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20721314,Listed for sale,1280000,618,San Gabriel,CA,91775,0,SINGLE_FAMILY,Los Angeles County
91775-20734445,Listed for sale,1239000,465,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20727870,Listed for sale,1880000,724,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91775-20727696,Listed for sale,1788880,419,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91780-20733571,Listed for sale,848888,672,Temple City,CA,91780,1,SINGLE_FAMILY,Los Angeles County
91107-20728406,Listed for sale,6660000,1043,Pasadena,CA,91107,1,SINGLE_FAMILY,Los Angeles County
91107-20729013,Listed for sale,2599800,605,Pasadena,CA,91107,1,SINGLE_FAMILY,Los Angeles County
91780-20735327,Listed for sale,1380000,549,Temple City,CA,91780,1,SINGLE_FAMILY,Los Angeles County
91107-20728621,Listed for sale,1598800,719,Pasadena,CA,91107,1,SINGLE_FAMILY,Los Angeles County
90034-82228351,Listed for sale,719000,773,Los Angeles,CA,90034,0,CONDO,Los Angeles County
90066-20448035,Listed for sale,849000,1117,Los Angeles,CA,90066,0,SINGLE_FAMILY,Los Angeles County
90034-2069598121,Listed for sale,6500000,0,Los Angeles,CA,90034,0,MULTI_FAMILY,Los Angeles County
90034-20459509,Listed for sale,568000,644,Los Angeles,CA,90034,1,CONDO,Los Angeles County
90066-20458171,Listed for sale,3395000,1061,Los Angeles,CA,90066,0,SINGLE_FAMILY,Los Angeles County
90066-20448449,Listed for sale,2495000,753,Los Angeles,CA,90066,1,SINGLE_FAMILY,Los Angeles County
90066-20446502,Listed for sale,1950000,840,Los Angeles,CA,90066,0,SINGLE_FAMILY,Los Angeles County
91104-20872209,Listed for sale,1295000,636,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20921244,Listed for sale,1199000,698,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20920565,Listed for sale,1095000,623,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20863457,Listed for sale,1050000,514,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20876046,Listed for sale,1199000,915,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20919633,Listed for sale,1349000,879,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20871881,Listed for sale,1149990,1068,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-2085203284,Listed for sale,1600,3,Pasadena,CA,91104,0,MULTI_FAMILY,Los Angeles County
91104-20876038,Listed for sale,1275000,671,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20919287,Listed for sale,805000,689,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91104-20873939,Listed for sale,1245000,672,Pasadena,CA,91104,1,SINGLE_FAMILY,Los Angeles County
91789-21697278,Listed for sale,1050000,477,Walnut,CA,91789,1,SINGLE_FAMILY,Los Angeles County
91792-21684468,Listed for sale,490000,370,West Covina,CA,91792,1,CONDO,Los Angeles County
91792-21680736,Listed for sale,705000,490,West Covina,CA,91792,1,SINGLE_FAMILY,Los Angeles County
91744-21682264,Listed for sale,599900,622,La Puente,CA,91744,0,SINGLE_FAMILY,Los Angeles County
91744-21682081,Listed for sale,630000,308,La Puente,CA,91744,1,SINGLE_FAMILY,Los Angeles County
91765-21696965,Listed for sale,1880000,416,Diamond Bar,CA,91765,1,SINGLE_FAMILY,Los Angeles County
91765-136660956,Listed for sale,1500000,475,Diamond Bar,CA,91765,1,SINGLE_FAMILY,Los Angeles County
91792-21683973,Listed for sale,698000,560,West Covina,CA,91792,1,SINGLE_FAMILY,Los Angeles County
91789-21688002,Listed for sale,950000,477,Walnut,CA,91789,1,SINGLE_FAMILY,Los Angeles County
91744-21681103,Listed for sale,525000,545,La Puente,CA,91744,1,SINGLE_FAMILY,Los Angeles County
91789-21698504,Listed for sale,574888,472,Walnut,CA,91789,1,CONDO,Los Angeles County
91789-21687164,Listed for sale,835000,449,Walnut,CA,91789,1,SINGLE_FAMILY,Los Angeles County
91789-21695851,Listed for sale,949900,406,Walnut,CA,91789,1,SINGLE_FAMILY,Los Angeles County
91789-302795071,Listed for sale,1899000,494,Diamond Bar,CA,91789,1,SINGLE_FAMILY,Los Angeles County
91744-21681823,Listed for sale,550000,492,La Puente,CA,91744,1,SINGLE_FAMILY,Los Angeles County
91789-21686828,Listed for sale,928000,462,Walnut,CA,91789,1,SINGLE_FAMILY,Los Angeles County
91789-21679687,Listed for sale,1280000,456,Walnut,CA,91789,1,SINGLE_FAMILY,Los Angeles County
91765-145644245,Listed for sale,1149000,563,Diamond Bar,CA,91765,1,SINGLE_FAMILY,Los Angeles County
90813-21234629,Listed for sale,1500000,340,Long Beach,CA,90813,1,MULTI_FAMILY,Los Angeles County
90813-65243521,Listed for sale,1475000,485,Long Beach,CA,90813,1,MULTI_FAMILY,Los Angeles County
91001-20911996,Listed for sale,819000,698,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-20914754,Listed for sale,1399000,690,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-20922273,Listed for sale,2300000,879,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-20917456,Listed for sale,1079000,681,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-2069926671,Listed for sale,725888,467,Altadena,CA,91001,1,TOWNHOUSE,Los Angeles County
91001-20912806,Listed for sale,1000000,551,Altadena,CA,91001,0,MULTI_FAMILY,Los Angeles County
91001-20909443,Listed for sale,625000,587,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91001-20912707,Listed for sale,949000,616,Altadena,CA,91001,1,SINGLE_FAMILY,Los Angeles County
91340-20078186,Listed for sale,410000,350,San Fernando,CA,91340,1,TOWNHOUSE,Los Angeles County
91803-20713070,Listed for sale,950000,602,Alhambra,CA,91803,0,SINGLE_FAMILY,Los Angeles County
91030-20693307,Listed for sale,885000,669,South Pasadena,CA,91030,1,TOWNHOUSE,Los Angeles County
91030-20694500,Listed for sale,998000,992,South Pasadena,CA,91030,1,SINGLE_FAMILY,Los Angeles County
91030-20692172,Listed for sale,564888,683,South Pasadena,CA,91030,1,CONDO,Los Angeles County
91030-20691891,Listed for sale,1688000,570,South Pasadena,CA,91030,1,SINGLE_FAMILY,Los Angeles County
91030-20692798,Listed for sale,1195000,630,South Pasadena,CA,91030,0,SINGLE_FAMILY,Los Angeles County
91030-2069815835,Listed for sale,6250000,393,South Pasadena,CA,91030,1,MULTI_FAMILY,Los Angeles County
91030-2069920300,Listed for sale,2450000,0,South Pasadena,CA,91030,0,MULTI_FAMILY,Los Angeles County
91030-20695689,Listed for sale,1890000,887,South Pasadena,CA,91030,1,SINGLE_FAMILY,Los Angeles County
91030-20693149,Listed for sale,660000,1594,South Pasadena,CA,91030,0,SINGLE_FAMILY,Los Angeles County
90210-19987322,Listed for sale,9995000,0,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-59893620,Listed for sale,3999999,756,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-20032141,Listed for sale,3995000,723,Beverly Hills,CA,90210,1,SINGLE_FAMILY,Los Angeles County
90210-20532781,Listed for sale,1395000,930,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-95571977,Listed for sale,9950000,1454,Beverly Hills,CA,90210,1,SINGLE_FAMILY,Los Angeles County
90210-20032187,Listed for sale,6995000,997,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-20533619,Listed for sale,3795000,664,Beverly Hills,CA,90210,1,SINGLE_FAMILY,Los Angeles County
90210-20533880,Listed for sale,2499000,818,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-2101541802,Listed for sale,2195000,1098,Beverly Hills,CA,90210,1,CONDO,Los Angeles County
90210-20519343,Listed for sale,34500000,0,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-20521021,Listed for sale,5495000,3029,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-20033201,Listed for sale,7550000,956,Beverly Hills,CA,90210,1,SINGLE_FAMILY,Los Angeles County
90210-20520724,Listed for sale,799000,641,Beverly Hills,CA,90210,1,CONDO,Los Angeles County
90210-20532938,Listed for sale,1495000,812,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-20032134,Listed for sale,7495000,1499,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
90210-20521770,Listed for sale,9995000,0,Beverly Hills,CA,90210,0,SINGLE_FAMILY,Los Angeles County
91343-20144647,Listed for sale,945000,444,North Hills,CA,91343,1,SINGLE_FAMILY,Los Angeles County
91325-20184093,Listed for sale,800000,418,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91324-20175231,Listed for sale,1295000,471,Northridge,CA,91324,1,SINGLE_FAMILY,Los Angeles County
91326-20161128,Listed for sale,949999,503,Porter Ranch,CA,91326,1,SINGLE_FAMILY,Los Angeles County
91344-20147323,Listed for sale,779900,577,Granada Hills,CA,91344,1,SINGLE_FAMILY,Los Angeles County
91344-20108402,Listed for sale,1299000,423,Granada Hills,CA,91344,1,SINGLE_FAMILY,Los Angeles County
91344-20146658,Listed for sale,830000,622,Granada Hills,CA,91344,1,SINGLE_FAMILY,Los Angeles County
91344-20107622,Listed for sale,809000,778,Granada Hills,CA,91344,1,SINGLE_FAMILY,Los Angeles County
91325-20173789,Listed for sale,1099000,404,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91324-20168049,Listed for sale,659000,360,Northridge,CA,91324,1,CONDO,Los Angeles County
91344-20104066,Listed for sale,849999,405,Granada Hills,CA,91344,1,SINGLE_FAMILY,Los Angeles County
91325-20184048,Listed for sale,889000,333,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91343-20148861,Listed for sale,749950,410,North Hills,CA,91343,1,SINGLE_FAMILY,Los Angeles County
91343-20144452,Listed for sale,999000,370,North Hills,CA,91343,1,SINGLE_FAMILY,Los Angeles County
91325-20169577,Listed for sale,900000,448,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91326-20235028,Listed for sale,989000,406,Porter Ranch,CA,91326,1,SINGLE_FAMILY,Los Angeles County
91326-20165869,Listed for sale,1285000,426,Porter Ranch,CA,91326,1,SINGLE_FAMILY,Los Angeles County
91344-20168474,Listed for sale,895000,469,Granada Hills,CA,91344,1,SINGLE_FAMILY,Los Angeles County
91343-20145709,Listed for sale,936900,563,North Hills,CA,91343,1,SINGLE_FAMILY,Los Angeles County
91343-20149474,Listed for sale,795000,497,North Hills,CA,91343,0,SINGLE_FAMILY,Los Angeles County
91343-20145049,Listed for sale,889500,394,North Hills,CA,91343,1,SINGLE_FAMILY,Los Angeles County
91344-20107704,Listed for sale,899000,479,Granada Hills,CA,91344,0,SINGLE_FAMILY,Los Angeles County
91326-20167679,Listed for sale,399999,386,Porter Ranch,CA,91326,1,CONDO,Los Angeles County
91324-20182979,Listed for sale,529000,336,Northridge,CA,91324,1,TOWNHOUSE,Los Angeles County
90033-20636021,Listed for sale,850000,386,Los Angeles,CA,90033,0,MULTI_FAMILY,Los Angeles County
90033-20629894,Listed for sale,970000,355,Los Angeles,CA,90033,0,MULTI_FAMILY,Los Angeles County
90033-20630344,Listed for sale,950000,0,Los Angeles,CA,90033,0,MULTI_FAMILY,Los Angeles County
90033-20636106,Listed for sale,899000,576,Los Angeles,CA,90033,0,SINGLE_FAMILY,Los Angeles County
90033-2134417180,Listed for sale,1575000,0,Los Angeles,CA,90033,0,MULTI_FAMILY,Los Angeles County
90033-20629746,Listed for sale,680000,356,Los Angeles,CA,90033,1,MULTI_FAMILY,Los Angeles County
91780-20733738,Listed for sale,965000,569,Temple City,CA,91780,1,SINGLE_FAMILY,Los Angeles County
91780-20734068,Listed for sale,998888,559,Temple City,CA,91780,1,SINGLE_FAMILY,Los Angeles County
