id,event,price,pricePerSquareFoot,city,state,zipcode,parking,homeType,county
91387-65244249,Listed for sale,1899000,384,Santa Clarita,CA,91387,1,SINGLE_FAMILY,Los Angeles County
91387-20216311,Listed for sale,389999,463,Santa Clarita,CA,91387,1,CONDO,Los Angeles County
91387-79800799,Listed for sale,859000,283,Santa Clarita,CA,91387,1,SINGLE_FAMILY,Los Angeles County
91387-51581051,Listed for sale,949950,445,Santa Clarita,CA,91387,1,SINGLE_FAMILY,Los Angeles County
91387-20212065,Listed for sale,735000,528,Santa Clarita,CA,91387,1,SINGLE_FAMILY,Los Angeles County
91387-20216844,Listed for sale,390000,418,Santa Clarita,CA,91387,1,CONDO,Los Angeles County
91387-20214081,Listed for sale,4300000,326,Santa Clarita,CA,91387,1,SINGLE_FAMILY,Los Angeles County
91406-19954449,Listed for sale,798800,520,Van Nuys,CA,91406,1,SINGLE_FAMILY,Los Angeles County
91325-2123061210,Listed for sale,1450000,292,Northridge,CA,91325,1,MULTI_FAMILY,Los Angeles County
91325-19952278,Listed for sale,689000,603,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
90241-54668905,Listed for sale,579000,418,Downey,CA,90241,1,CONDO,Los Angeles County
90241-21066169,Listed for sale,675000,355,Downey,CA,90241,1,SINGLE_FAMILY,Los Angeles County
90241-21050550,Listed for sale,749999,455,Downey,CA,90241,0,SINGLE_FAMILY,Los Angeles County
90241-63092656,Listed for sale,2599950,677,Downey,CA,90241,1,SINGLE_FAMILY,Los Angeles County
90241-21050531,Listed for sale,2000000,0,Downey,CA,90241,1,MULTI_FAMILY,Los Angeles County
90241-21049517,Listed for sale,788000,415,Downey,CA,90241,1,SINGLE_FAMILY,Los Angeles County
90241-21040414,Listed for sale,665000,480,Downey,CA,90241,1,SINGLE_FAMILY,Los Angeles County
90212-20508804,Listed for sale,1999999,961,Beverly Hills,CA,90212,1,CONDO,Los Angeles County
90212-2138568003,Listed for sale,1165000,846,Beverly Hills,CA,90212,0,TOWNHOUSE,Los Angeles County
90212-2086287956,Listed for sale,3950000,581,Beverly Hills,CA,90212,1,MULTI_FAMILY,Los Angeles County
91042-20095319,Listed for sale,735800,532,Tujunga,CA,91042,0,SINGLE_FAMILY,Los Angeles County
91042-20098730,Listed for sale,549000,390,Tujunga,CA,91042,1,TOWNHOUSE,Los Angeles County
91042-20095510,Listed for sale,549000,488,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-20094770,Listed for sale,869000,506,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-20099235,Listed for sale,599900,663,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-20102067,Listed for sale,995000,589,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-20098419,Listed for sale,869900,612,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-20092882,Listed for sale,950000,658,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-20099245,Listed for sale,499000,635,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-111918477,Listed for sale,899000,351,Tujunga,CA,91042,1,TOWNHOUSE,Los Angeles County
91042-20092872,Listed for sale,839000,489,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91042-54944932,Listed for sale,1199000,431,Tujunga,CA,91042,1,SINGLE_FAMILY,Los Angeles County
91352-20036726,Listed for sale,649000,649,Sun Valley,CA,91352,1,SINGLE_FAMILY,Los Angeles County
91504-20061220,Listed for sale,819000,717,Burbank,CA,91504,1,SINGLE_FAMILY,Los Angeles County
91504-20059722,Listed for sale,1250000,749,Burbank,CA,91504,1,SINGLE_FAMILY,Los Angeles County
91506-20051844,Listed for sale,739000,756,Burbank,CA,91506,1,SINGLE_FAMILY,Los Angeles County
91504-20057859,Listed for sale,959000,824,Burbank,CA,91504,1,SINGLE_FAMILY,Los Angeles County
91504-20058148,Listed for sale,1225000,619,Burbank,CA,91504,1,SINGLE_FAMILY,Los Angeles County
90703-21112621,Listed for sale,450000,604,Artesia,CA,90703,1,SINGLE_FAMILY,Los Angeles County
90706-21060239,Listed for sale,979000,442,Bellflower,CA,90706,1,SINGLE_FAMILY,Los Angeles County
90706-2080703467,Listed for sale,1725000,0,Bellflower,CA,90706,0,MULTI_FAMILY,Los Angeles County
90706-21061826,Listed for sale,560000,629,Bellflower,CA,90706,0,SINGLE_FAMILY,Los Angeles County
90027-20811682,Listed for sale,2299000,1154,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-82877340,Listed for sale,799000,563,Los Angeles,CA,90027,1,CONDO,Los Angeles County
90027-20810659,Listed for sale,1495000,886,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20808491,Listed for sale,3195000,888,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20811345,Listed for sale,1200000,817,Los Angeles,CA,90027,0,SINGLE_FAMILY,Los Angeles County
90027-89135328,Listed for sale,3500000,967,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-89143331,Listed for sale,2295000,689,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20748879,Listed for sale,1985000,1005,Los Angeles,CA,90027,0,SINGLE_FAMILY,Los Angeles County
90027-2077720006,Listed for sale,8395000,648,Los Angeles,CA,90027,0,MULTI_FAMILY,Los Angeles County
90027-20749138,Listed for sale,850000,745,Los Angeles,CA,90027,1,TOWNHOUSE,Los Angeles County
90027-20809396,Listed for sale,7395000,801,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20749114,Listed for sale,749500,637,Los Angeles,CA,90027,0,CONDO,Los Angeles County
90027-20811710,Listed for sale,1749000,820,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20747132,Listed for sale,1795000,771,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20808969,Listed for sale,2950000,990,Los Angeles,CA,90027,0,SINGLE_FAMILY,Los Angeles County
90027-20810216,Listed for sale,1625000,838,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20747137,Listed for sale,1500000,512,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20811037,Listed for sale,799000,689,Los Angeles,CA,90027,1,CONDO,Los Angeles County
90027-20811603,Listed for sale,1975000,745,Los Angeles,CA,90027,0,SINGLE_FAMILY,Los Angeles County
90027-20809388,Listed for sale,3385000,1127,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20809412,Listed for sale,7999999,0,Los Angeles,CA,90027,0,SINGLE_FAMILY,Los Angeles County
90027-20811456,Listed for sale,1599000,1481,Los Angeles,CA,90027,1,SINGLE_FAMILY,Los Angeles County
90027-20748960,Listed for sale,1599000,665,Los Angeles,CA,90027,0,SINGLE_FAMILY,Los Angeles County
90027-20811481,Listed for sale,3850000,1152,Los Angeles,CA,90027,0,SINGLE_FAMILY,Los Angeles County
90068-20805214,Listed for sale,1649000,781,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20793550,Listed for sale,1995000,892,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90068-20804251,Listed for sale,1739000,839,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20807872,Listed for sale,2950000,954,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20808288,Listed for sale,1650000,918,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90068-20803821,Listed for sale,2375000,0,Los Angeles,CA,90068,1,MULTI_FAMILY,Los Angeles County
90068-20807473,Listed for sale,1650000,0,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90068-95541873,Listed for sale,4995000,1176,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20808456,Listed for sale,1800000,778,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20045409,Listed for sale,2295000,925,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20793563,Listed for sale,2775000,751,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20807294,Listed for sale,1499000,799,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90068-20044975,Listed for sale,2200000,618,Los Angeles,CA,90068,1,SINGLE_FAMILY,Los Angeles County
90068-20807625,Listed for sale,615000,557,Los Angeles,CA,90068,1,CONDO,Los Angeles County
90068-20044803,Listed for sale,1299999,705,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90068-20806092,Listed for sale,2199000,852,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90068-95631057,Listed for sale,3390000,1208,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90068-20045647,Listed for sale,1395000,864,Los Angeles,CA,90068,0,SINGLE_FAMILY,Los Angeles County
90042-20771296,Listed for sale,1195000,661,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-20770372,Listed for sale,979000,886,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-2080458678,Listed for sale,3575000,0,Los Angeles,CA,90042,0,MULTI_FAMILY,Los Angeles County
90042-20771159,Listed for sale,1089000,972,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-20768174,Listed for sale,699999,568,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-2099676346,Listed for sale,849000,611,Los Angeles,CA,90042,0,CONDO,Los Angeles County
90042-20763032,Listed for sale,1098000,812,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-2069724463,Listed for sale,649000,550,Los Angeles,CA,90042,1,CONDO,Los Angeles County
90042-20761857,Listed for sale,515000,519,Los Angeles,CA,90042,0,CONDO,Los Angeles County
90042-20771927,Listed for sale,1199000,906,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-2069775051,Listed for sale,1099000,707,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-20770518,Listed for sale,1199000,644,Los Angeles,CA,90042,1,SINGLE_FAMILY,Los Angeles County
90042-20859504,Listed for sale,1399900,753,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-20687975,Listed for sale,539000,481,Los Angeles,CA,90042,1,CONDO,Los Angeles County
90042-20688305,Listed for sale,549900,488,Los Angeles,CA,90042,1,CONDO,Los Angeles County
90042-20766638,Listed for sale,888000,1156,Los Angeles,CA,90042,1,SINGLE_FAMILY,Los Angeles County
90042-20767846,Listed for sale,939000,0,Los Angeles,CA,90042,1,MULTI_FAMILY,Los Angeles County
90042-20773005,Listed for sale,1298000,484,Los Angeles,CA,90042,1,MULTI_FAMILY,Los Angeles County
90042-20770098,Listed for sale,849000,965,Los Angeles,CA,90042,0,SINGLE_FAMILY,Los Angeles County
90042-20762521,Listed for sale,1250000,741,Los Angeles,CA,90042,1,MULTI_FAMILY,Los Angeles County
90042-20762600,Listed for sale,799900,588,Los Angeles,CA,90042,1,SINGLE_FAMILY,Los Angeles County
90042-20768319,Listed for sale,1350000,728,Los Angeles,CA,90042,1,SINGLE_FAMILY,Los Angeles County
90042-20768702,Listed for sale,999999,807,Los Angeles,CA,90042,1,SINGLE_FAMILY,Los Angeles County
90066-20455388,Listed for sale,1649000,1129,Los Angeles,CA,90066,1,SINGLE_FAMILY,Los Angeles County
90291-20450030,Listed for sale,1450000,2174,Venice,CA,90291,0,SINGLE_FAMILY,Los Angeles County
90064-20462846,Listed for sale,1099000,955,Los Angeles,CA,90064,0,SINGLE_FAMILY,Los Angeles County
90291-20453235,Listed for sale,2950000,1587,Venice,CA,90291,0,SINGLE_FAMILY,Los Angeles County
90291-20450147,Listed for sale,1650000,1978,Venice,CA,90291,0,SINGLE_FAMILY,Los Angeles County
90042-20761699,Listed for sale,849000,978,Los Angeles,CA,90042,1,SINGLE_FAMILY,Los Angeles County
90068-20807478,Listed for sale,2349000,392,Los Angeles,CA,90068,1,MULTI_FAMILY,Los Angeles County
91107-2069650289,Listed for sale,549000,444,Pasadena,CA,91107,0,CONDO,Los Angeles County
91007-20889381,Listed for sale,1898000,791,Arcadia,CA,91007,1,SINGLE_FAMILY,Los Angeles County
91107-20879405,Listed for sale,850000,558,Pasadena,CA,91107,0,SINGLE_FAMILY,Los Angeles County
90245-82872044,Listed for sale,1300000,640,El Segundo,CA,90245,1,TOWNHOUSE,Los Angeles County
90245-20398047,Listed for sale,939900,693,El Segundo,CA,90245,1,TOWNHOUSE,Los Angeles County
90245-20397513,Listed for sale,2750000,664,El Segundo,CA,90245,1,SINGLE_FAMILY,Los Angeles County
90245-20397471,Listed for sale,1799000,833,El Segundo,CA,90245,1,SINGLE_FAMILY,Los Angeles County
90245-250332244,Listed for sale,2795000,0,El Segundo,CA,90245,1,MULTI_FAMILY,Los Angeles County
90245-20392173,Listed for sale,439900,618,El Segundo,CA,90245,1,CONDO,Los Angeles County
90245-123115311,Listed for sale,2297000,732,El Segundo,CA,90245,1,SINGLE_FAMILY,Los Angeles County
91316-19979460,Listed for sale,490000,354,Encino,CA,91316,0,CONDO,Los Angeles County
91316-19936820,Listed for sale,849000,687,Encino,CA,91316,1,SINGLE_FAMILY,Los Angeles County
91316-19950084,Listed for sale,825000,709,Encino,CA,91316,1,SINGLE_FAMILY,Los Angeles County
91403-19989754,Listed for sale,2795000,1075,Sherman Oaks,CA,91403,1,SINGLE_FAMILY,Los Angeles County
90077-20531185,Listed for sale,3295000,828,Los Angeles,CA,90077,1,SINGLE_FAMILY,Los Angeles County
91746-21450828,Listed for sale,599900,456,La Puente,CA,91746,1,SINGLE_FAMILY,Los Angeles County
91746-21414061,Listed for sale,649000,596,La Puente,CA,91746,1,SINGLE_FAMILY,Los Angeles County
90044-20965658,Listed for sale,549000,424,Los Angeles,CA,90044,0,SINGLE_FAMILY,Los Angeles County
90037-20571896,Listed for sale,599999,158,Los Angeles,CA,90037,0,MULTI_FAMILY,Los Angeles County
90059-20970772,Listed for sale,489000,506,Los Angeles,CA,90059,1,SINGLE_FAMILY,Los Angeles County
90002-20953637,Listed for sale,550000,0,Los Angeles,CA,90002,0,MULTI_FAMILY,Los Angeles County
90002-20958215,Listed for sale,499000,376,Los Angeles,CA,90002,1,SINGLE_FAMILY,Los Angeles County
90044-20928958,Listed for sale,574900,479,Los Angeles,CA,90044,1,SINGLE_FAMILY,Los Angeles County
90002-2082140822,Listed for sale,850000,389,Los Angeles,CA,90002,0,MULTI_FAMILY,Los Angeles County
90002-135906149,Listed for sale,850000,192,Los Angeles,CA,90002,0,SINGLE_FAMILY,Los Angeles County
90002-87801567,Listed for sale,525000,400,Los Angeles,CA,90002,0,SINGLE_FAMILY,Los Angeles County
90002-20957253,Listed for sale,429900,593,Los Angeles,CA,90002,0,SINGLE_FAMILY,Los Angeles County
90815-21200560,Listed for sale,465000,486,Long Beach,CA,90815,1,CONDO,Los Angeles County
90815-21200331,Listed for sale,849900,553,Long Beach,CA,90815,1,MULTI_FAMILY,Los Angeles County
90755-21165034,Listed for sale,789900,461,Signal Hill,CA,90755,1,SINGLE_FAMILY,Los Angeles County
90815-21205697,Listed for sale,1099900,519,Long Beach,CA,90815,1,SINGLE_FAMILY,Los Angeles County
91335-19920550,Listed for sale,399000,413,Reseda,CA,91335,1,CONDO,Los Angeles County
91325-20184679,Listed for sale,1499000,472,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91325-19952712,Listed for sale,839999,479,Northridge,CA,91325,0,SINGLE_FAMILY,Los Angeles County
91325-72507531,Listed for sale,749950,560,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91325-20151890,Listed for sale,1290000,496,Northridge,CA,91325,0,SINGLE_FAMILY,Los Angeles County
91325-20177443,Listed for sale,1950000,457,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91325-20169224,Listed for sale,850000,478,Northridge,CA,91325,1,SINGLE_FAMILY,Los Angeles County
91007-20891025,Listed for sale,850000,462,Arcadia,CA,91007,1,TOWNHOUSE,Los Angeles County
91007-20895192,Listed for sale,1368000,522,Arcadia,CA,91007,1,SINGLE_FAMILY,Los Angeles County
91007-20890886,Listed for sale,828000,484,Arcadia,CA,91007,1,CONDO,Los Angeles County
91711-21502459,Listed for sale,518500,386,Claremont,CA,91711,1,CONDO,Los Angeles County
91711-54949682,Listed for sale,1625000,379,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21497481,Listed for sale,989000,414,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21502147,Listed for sale,599000,535,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21522844,Listed for sale,769500,517,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21499709,Listed for sale,879000,426,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21502801,Listed for sale,819000,662,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21497837,Listed for sale,899000,409,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21655828,Listed for sale,895000,415,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21655453,Listed for sale,1055888,479,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21497714,Listed for sale,819000,550,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-65247658,Listed for sale,1975000,351,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21654552,Listed for sale,1595000,708,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21501033,Listed for sale,1200000,820,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21503157,Listed for sale,779900,580,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21496953,Listed for sale,899900,411,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
91711-21522754,Listed for sale,769000,493,Claremont,CA,91711,1,SINGLE_FAMILY,Los Angeles County
90710-21291560,Listed for sale,389900,392,Harbor City,CA,90710,1,CONDO,Los Angeles County
90710-21291952,Listed for sale,850000,409,Harbor City,CA,90710,1,SINGLE_FAMILY,Los Angeles County
90028-2111393883,Listed for sale,17995000,0,Los Angeles,CA,90028,0,MULTI_FAMILY,Los Angeles County
90028-20807907,Listed for sale,555000,589,Los Angeles,CA,90028,0,CONDO,Los Angeles County
90028-2102525803,Listed for sale,13000000,554,Los Angeles,CA,90028,1,MULTI_FAMILY,Los Angeles County
90028-20803786,Listed for sale,675000,672,Los Angeles,CA,90028,1,CONDO,Los Angeles County
90028-2076370162,Listed for sale,1060000,681,Los Angeles,CA,90028,1,SINGLE_FAMILY,Los Angeles County
90028-2069981901,Listed for sale,1085000,638,Los Angeles,CA,90028,1,TOWNHOUSE,Los Angeles County
90028-20792590,Listed for sale,1399500,959,Los Angeles,CA,90028,0,SINGLE_FAMILY,Los Angeles County
90028-2113485132,Listed for sale,2750000,0,Los Angeles,CA,90028,0,MULTI_FAMILY,Los Angeles County
90007-20593000,Listed for sale,699000,229,Los Angeles,CA,90007,1,MULTI_FAMILY,Los Angeles County
90020-20775052,Listed for sale,25000000,2128,Los Angeles,CA,90020,1,SINGLE_FAMILY,Los Angeles County
90039-20747375,Listed for sale,749000,700,Los Angeles,CA,90039,0,CONDO,Los Angeles County
90029-20790778,Listed for sale,1225000,0,Los Angeles,CA,90029,0,MULTI_FAMILY,Los Angeles County
90007-20603871,Listed for sale,950000,614,Los Angeles,CA,90007,0,SINGLE_FAMILY,Los Angeles County
90020-20773805,Listed for sale,559000,645,Los Angeles,CA,90020,0,CONDO,Los Angeles County
90018-20595477,Listed for sale,775000,374,Los Angeles,CA,90018,0,SINGLE_FAMILY,Los Angeles County
90038-20789645,Listed for sale,949999,523,Los Angeles,CA,90038,1,SINGLE_FAMILY,Los Angeles County
90006-2076697826,Listed for sale,7300000,0,Los Angeles,CA,90006,1,MULTI_FAMILY,Los Angeles County
90020-20773698,Listed for sale,629000,473,Los Angeles,CA,90020,1,CONDO,Los Angeles County
90038-89143853,Listed for sale,849000,548,Los Angeles,CA,90038,1,CONDO,Los Angeles County
91506-20050447,Listed for sale,1895000,558,Burbank,CA,91506,1,SINGLE_FAMILY,Los Angeles County
91506-2069737205,Listed for sale,2575000,0,Burbank,CA,91506,0,MULTI_FAMILY,Los Angeles County
91506-20048765,Listed for sale,2575000,644,Burbank,CA,91506,0,MULTI_FAMILY,Los Angeles County
91506-20049348,Listed for sale,899000,906,Burbank,CA,91506,1,SINGLE_FAMILY,Los Angeles County
91506-20050730,Listed for sale,990000,1031,Burbank,CA,91506,1,SINGLE_FAMILY,Los Angeles County
91506-20825180,Listed for sale,895000,0,Burbank,CA,91506,0,MULTI_FAMILY,Los Angeles County
91506-20056288,Listed for sale,999999,702,Burbank,CA,91506,1,SINGLE_FAMILY,Los Angeles County
91506-20825179,Listed for sale,1250000,0,Burbank,CA,91506,0,MULTI_FAMILY,Los Angeles County
91506-20050057,Listed for sale,1474743,546,Burbank,CA,91506,1,SINGLE_FAMILY,Los Angeles County
91506-20051435,Listed for sale,699000,863,Burbank,CA,91506,1,SINGLE_FAMILY,Los Angeles County
91103-95699079,Listed for sale,988000,598,Pasadena,CA,91103,1,SINGLE_FAMILY,Los Angeles County
91775-20727810,Listed for sale,2580000,774,San Gabriel,CA,91775,1,SINGLE_FAMILY,Los Angeles County
91755-20661251,Listed for sale,638000,423,Monterey Park,CA,91755,1,CONDO,Los Angeles County
91108-20704782,Listed for sale,2890000,1131,San Marino,CA,91108,1,SINGLE_FAMILY,Los Angeles County
91768-21519457,Listed for sale,460000,567,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
91768-21514030,Listed for sale,789000,250,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
91768-68987897,Listed for sale,888000,276,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
91768-67695658,Listed for sale,638000,306,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
91768-21518208,Listed for sale,540000,401,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
91768-21518802,Listed for sale,420000,460,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
91768-21520465,Listed for sale,499990,443,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
91768-2069814111,Listed for sale,2350000,247,Pomona,CA,91768,1,MULTI_FAMILY,Los Angeles County
91768-21516712,Listed for sale,500000,341,Pomona,CA,91768,0,SINGLE_FAMILY,Los Angeles County
91768-21513748,Listed for sale,499900,381,Pomona,CA,91768,0,MULTI_FAMILY,Los Angeles County
91768-21517824,Listed for sale,559000,466,Pomona,CA,91768,1,SINGLE_FAMILY,Los Angeles County
90404-20474473,Listed for sale,1475000,874,Santa Monica,CA,90404,0,TOWNHOUSE,Los Angeles County
90049-20536370,Listed for sale,699000,722,Los Angeles,CA,90049,1,CONDO,Los Angeles County
90404-20474726,Listed for sale,1299000,794,Santa Monica,CA,90404,1,TOWNHOUSE,Los Angeles County
90024-20524691,Listed for sale,1150000,742,Los Angeles,CA,90024,1,CONDO,Los Angeles County
90025-20502722,Listed for sale,1695000,1077,Los Angeles,CA,90025,0,SINGLE_FAMILY,Los Angeles County
90064-111919531,Listed for sale,1300000,807,Los Angeles,CA,90064,0,CONDO,Los Angeles County
90034-20459402,Listed for sale,2380000,832,Los Angeles,CA,90034,1,SINGLE_FAMILY,Los Angeles County
90049-20528639,Listed for sale,1995000,724,Los Angeles,CA,90049,1,SINGLE_FAMILY,Los Angeles County
90403-20469354,Listed for sale,9950000,1406,Santa Monica,CA,90403,1,SINGLE_FAMILY,Los Angeles County
90064-108871422,Listed for sale,1075000,668,Los Angeles,CA,90064,1,CONDO,Los Angeles County
90025-99443657,Listed for sale,949000,910,Los Angeles,CA,90025,0,CONDO,Los Angeles County
90024-20525441,Listed for sale,1249000,837,Los Angeles,CA,90024,0,CONDO,Los Angeles County
91208-243990659,Listed for sale,1798000,608,Glendale,CA,91208,1,SINGLE_FAMILY,Los Angeles County
91208-20843393,Listed for sale,1249000,499,Glendale,CA,91208,1,SINGLE_FAMILY,Los Angeles County
91208-20821073,Listed for sale,1495000,745,Glendale,CA,91208,1,SINGLE_FAMILY,Los Angeles County
91208-20840375,Listed for sale,479000,695,Glendale,CA,91208,0,CONDO,Los Angeles County
91208-20818782,Listed for sale,2295000,710,Glendale,CA,91208,1,SINGLE_FAMILY,Los Angeles County
91208-20819368,Listed for sale,1495000,0,Glendale,CA,91208,1,MULTI_FAMILY,Los Angeles County
91208-250338369,Listed for sale,1997000,599,Glendale,CA,91208,0,MULTI_FAMILY,Los Angeles County
91331-20086783,Listed for sale,589000,587,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91331-20120769,Listed for sale,780000,405,Pacoima,CA,91331,0,SINGLE_FAMILY,Los Angeles County
91331-20086876,Listed for sale,475000,612,Pacoima,CA,91331,0,SINGLE_FAMILY,Los Angeles County
91331-20119132,Listed for sale,579000,450,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91331-20116976,Listed for sale,950000,566,Pacoima,CA,91331,1,SINGLE_FAMILY,Los Angeles County
91331-20087532,Listed for sale,270000,384,Pacoima,CA,91331,1,CONDO,Los Angeles County
90745-21259677,Listed for sale,1249000,307,Carson,CA,90745,1,MULTI_FAMILY,Los Angeles County
93551-20238685,Listed for sale,639900,283,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-68985169,Listed for sale,435000,244,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20243751,Listed for sale,449900,256,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20276593,Listed for sale,699999,247,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20237226,Listed for sale,629900,217,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20238367,Listed for sale,709000,292,Palmdale,CA,93551,0,SINGLE_FAMILY,Los Angeles County
93551-82871338,Listed for sale,579000,201,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-311528802,Listed for sale,975000,230,Lancaster,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20243388,Listed for sale,499900,213,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20238811,Listed for sale,435000,317,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20243570,Listed for sale,649000,237,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-2069810810,Listed for sale,862990,262,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20236275,Listed for sale,1199990,319,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20243922,Listed for sale,749900,382,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20240521,Listed for sale,499990,254,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-65248162,Listed for sale,510000,257,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20239376,Listed for sale,475000,287,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-61360253,Listed for sale,599950,225,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20242858,Listed for sale,415000,322,Palmdale,CA,93551,0,SINGLE_FAMILY,Los Angeles County
93551-20244313,Listed for sale,564900,246,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
93551-20240669,Listed for sale,469000,279,Palmdale,CA,93551,1,SINGLE_FAMILY,Los Angeles County
